"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.0","0.16666667","1.0","0.66666667","3","3","1","false","truC_b2791_15","2.33333333","3","0","0","1.0","false","0","truC_b2791_15","2","0.77777778"
"1.66666667","0.0","0.6","0.0","1","1","2","false","yfgC_b2494_15","3.0","1","0","0","0.66666667","false","0","yfgC_b2494_15","0","0.0"
"2.28947368","0.0","0.43678161","1.0","2","2","4","false","yfgD_b2495_15","41.5","2","0","0","0.67763158","false","0","yfgD_b2495_15","0","0.78301887"
"1.71428571","0.0","0.58333333","1.0","2","2","2","false","yfgF_b2503_14","6.0","2","0","0","0.64285714","false","0","yfgF_b2503_14","0","0.85714286"
"2.2826087","6.355E-4","0.43809524","0.54710145","24","24","4","false","yfgM_b2513_15","74.75","24","0","0","0.74347826","false","0","yfgM_b2513_15","6442","0.24112903"
"1.88888889","0.00225173","0.52941176","0.75","8","8","3","false","yfhR_b2534_15","15.875","8","0","0","0.77777778","false","0","yfhR_b2534_15","18","0.49609375"
"1.33333333","0.0","0.75","1.0","2","2","2","false","yfiB_b2605_15","2.5","2","0","0","0.83333333","false","0","yfiB_b2605_15","0","0.83333333"
"1.33333333","0.0","0.75","1.0","2","2","2","false","evgA_b2369_15","2.5","2","0","0","0.83333333","false","0","evgA_b2369_15","0","0.83333333"
"1.0","0.0","1.0","0.0","1","1","1","false","yfiD_b2579_14","1.0","1","0","0","1.0","false","0","yfiD_b2579_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ompW_b1256_15","1.0","1","0","0","1.0","false","0","ompW_b1256_15","0","0.0"
"1.89545455","9.5625E-4","0.52757794","0.79875887","48","48","4","false","yfiL_b2602_14","78.3125","48","0","0","0.82090909","false","0","yfiL_b2602_14","3708","0.39955357"
"1.0","0.66666667","1.0","0.33333333","3","3","1","false","yfiN_b2604_15","1.66666667","3","0","0","1.0","false","0","yfiN_b2604_15","4","0.66666667"
"1.98043478","9.0698E-4","0.50493963","0.60644206","74","74","4","false","yfiO_b2595_15","132.48648649","74","0","0","0.80391304","false","0","yfiO_b2595_15","11092","0.33456183"
"1.75","0.0","0.57142857","0.0","1","1","2","false","yfiQ_b2584_15","4.0","1","0","0","0.625","false","0","yfiQ_b2584_15","0","0.0"
"1.66666667","0.0","0.6","0.0","1","1","2","false","yfiR_b2603_15","3.0","1","0","0","0.66666667","false","0","yfiR_b2603_15","0","0.0"
"1.0","1.0","1.0","0.0","2","2","1","false","yfjG_b2619_14","1.0","2","0","0","1.0","false","0","yfjG_b2619_14","2","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","mgrB_b1826_14","2.0","1","0","0","0.75","false","0","mgrB_b1826_14","0","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","yfjF_b2618_14","2.0","1","0","0","0.75","false","0","yfjF_b2618_14","0","0.0"
"1.0","0.12857143","1.0","0.71428571","7","7","1","false","yfjJ_b2626_15","5.28571429","7","0","0","1.0","false","0","yfjJ_b2626_15","12","0.75510204"
"1.71428571","0.0","0.58333333","1.0","2","2","2","false","yfjI_b2625_15","7.0","2","0","0","0.64285714","false","0","yfjI_b2625_15","0","1.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","yfjO_b2631_31","2.0","1","0","0","0.75","false","0","yfjO_b2631_31","0","0.0"
"1.625","0.02380952","0.61538462","0.66666667","3","3","2","false","yfjQ_b2633_15","5.0","3","0","0","0.79166667","false","0","yfjQ_b2633_15","4","0.625"
"2.3027027","4.156E-5","0.4342723","0.73856209","18","18","4","false","yfjR_b2634_14","83.0","18","0","0","0.73945946","false","0","yfjR_b2634_14","294","0.34156379"
"2.63414634","0.0","0.37962963","1.0","4","4","4","false","yfjT_b2637_15","7.0","4","0","0","0.59146341","false","0","yfjT_b2637_15","0","0.46666667"
"2.63414634","0.0","0.37962963","1.0","4","4","4","false","yfjS_b2636_11","7.0","4","0","0","0.59146341","false","0","yfjS_b2636_11","0","0.46666667"
"2.34146341","0.00871516","0.42708333","0.7","5","5","3","false","yfjX_b2643_15","9.0","5","0","0","0.66463415","false","0","yfjX_b2643_15","78","0.40909091"
"2.63414634","0.0","0.37962963","1.0","4","4","4","false","yfjY_b2644_15","7.0","4","0","0","0.59146341","false","0","yfjY_b2644_15","0","0.46666667"
"1.66666667","0.0","0.6","0.0","1","1","2","false","yfjZ_b2645_15","3.0","1","0","0","0.66666667","false","0","yfjZ_b2645_15","0","0.0"
"1.69090909","0.00611291","0.59139785","0.63055366","77","77","3","false","ygaF_b2660_15","73.77922078","77","0","0","0.86181818","false","0","ygaF_b2660_15","19960","0.34966455"
"1.87391304","0.00114307","0.53364269","0.61367521","91","91","3","false","ygaH_b2683_14","124.68131868","91","0","0","0.82521739","false","0","ygaH_b2683_14","16048","0.29199372"
"1.74545455","0.01499003","0.57291667","0.5164557","80","80","3","false","ygaM_b2672_15","61.025","80","0","0","0.85090909","false","0","ygaM_b2672_15","55442","0.31135204"
"1.14285714","0.00952381","0.875","0.93333333","6","6","2","false","ygaQ_b4462_104","6.0","6","0","0","0.92857143","false","0","ygaQ_b4462_104","2","0.85714286"
"1.65909091","0.02038949","0.60273973","0.51889683","89","89","3","false","ygaU_b2665_14","64.58426966","89","0","0","0.86818182","false","0","ygaU_b2665_14","57906","0.31351587"
"2.0326087","3.1293E-4","0.49197861","0.68857809","66","66","4","false","ygaZ_b2682_14","121.81818182","66","0","0","0.79347826","false","0","ygaZ_b2682_14","3610","0.31973276"
"1.83333333","0.0","0.54545455","1.0","3","3","3","false","ygbK_b2737_15","7.33333333","3","0","0","0.72222222","false","0","ygbK_b2737_15","0","0.66666667"
"1.5","0.06215729","0.66666667","0.6","6","6","2","false","ygbJ_b2736_14","6.0","6","0","0","0.83333333","false","0","ygbJ_b2736_14","28","0.5"
"1.33333333","0.14296537","0.75","0.46428571","8","8","2","false","ygbL_b2738_15","5.625","8","0","0","0.88888889","false","0","ygbL_b2738_15","46","0.46875"
"1.33333333","0.15865801","0.75","0.42857143","8","8","2","false","ygbM_b2739_15","5.25","8","0","0","0.88888889","false","0","ygbM_b2739_15","54","0.4375"
"1.66666667","0.01352814","0.6","0.66666667","4","4","2","false","yfgI_b2506_15","7.0","4","0","0","0.77777778","false","0","yfgI_b2506_15","8","0.58333333"
"1.0","0.16666667","1.0","0.66666667","3","3","1","false","ygbT_b2755_14","2.33333333","3","0","0","1.0","false","0","ygbT_b2755_14","2","0.77777778"
"1.33333333","0.0","0.75","1.0","2","2","2","false","ygbF_b2754_14","3.0","2","0","0","0.83333333","false","0","ygbF_b2754_14","0","1.0"
"1.66666667","0.0","0.6","1.0","2","2","2","false","ygcE_b2776_15","5.5","2","0","0","0.66666667","false","0","ygcE_b2776_15","0","0.91666667"
"1.0","0.16666667","1.0","0.66666667","3","3","1","false","ygcH_b2756_14","2.33333333","3","0","0","1.0","false","0","ygcH_b2756_14","2","0.77777778"
"1.33333333","0.0","0.75","1.0","2","2","2","false","ygcI_b2757_15","3.0","2","0","0","0.83333333","false","0","ygcI_b2757_15","0","1.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygcL_b2760_14","1.0","1","0","0","1.0","false","0","ygcL_b2760_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygcK_b2759_15","1.0","1","0","0","1.0","false","0","ygcK_b2759_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygcO_b2767_14","1.0","1","0","0","1.0","false","0","ygcO_b2767_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygcN_b2766_14","1.0","1","0","0","1.0","false","0","ygcN_b2766_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygcP_b2768_15","1.0","1","0","0","1.0","false","0","ygcP_b2768_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ycaM_b0899_15","1.0","1","0","0","1.0","false","0","ycaM_b0899_15","0","0.0"
"1.66666667","0.01641414","0.6","0.7","5","5","3","false","ygcQ_b2769_15","6.2","5","0","0","0.77777778","false","0","ygcQ_b2769_15","6","0.56363636"
"1.16666667","0.30725108","0.85714286","0.37777778","10","10","2","false","ygcR_b2770_14","5.0","10","0","0","0.94444444","false","0","ygcR_b2770_14","86","0.41666667"
"1.4","0.05","0.71428571","0.66666667","3","3","2","false","ygcS_b2771_15","3.0","3","0","0","0.8","false","0","ygcS_b2771_15","2","0.6"
"2.08333333","0.0","0.48","1.0","3","3","3","false","ygcW_b2774_15","6.0","3","0","0","0.63888889","false","0","ygcW_b2774_15","0","0.75"
"1.0","0.0","1.0","0.0","1","1","1","false","ygdD_b2807_14","1.0","1","0","0","1.0","false","0","ygdD_b2807_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yfeZ_b2433_15","1.0","1","0","0","1.0","false","0","yfeZ_b2433_15","0","0.0"
"1.7","0.00430229","0.58823529","0.66012658","80","80","3","false","ygdI_b2809_15","76.4875","80","0","0","0.86","false","0","ygdI_b2809_15","15364","0.37129854"
"2.08333333","0.0","0.48","0.0","1","1","3","false","ygdQ_b2832_15","32.0","1","0","0","0.63888889","false","0","ygdQ_b2832_15","0","0.0"
"1.94623656","4.6508E-4","0.51381215","0.85714286","14","14","3","false","ygdT_b4610_3","47.64285714","14","0","0","0.76344086","false","0","ygdT_b4610_3","52","0.56717687"
"1.25","0.01428571","0.8","0.93333333","6","6","2","false","ygeA_b2840_14","6.5","6","0","0","0.91666667","false","0","ygeA_b2840_14","4","0.8125"
"1.0","0.12857143","1.0","0.71428571","7","7","1","false","ygeG_b2851_15","5.28571429","7","0","0","1.0","false","0","ygeG_b2851_15","12","0.75510204"
"1.14285714","0.00952381","0.875","0.93333333","6","6","2","false","ygeH_b2852_15","6.0","6","0","0","0.92857143","false","0","ygeH_b2852_15","2","0.85714286"
"1.28571429","0.0","0.77777778","1.0","5","5","2","false","ygeI_b2853_15","6.4","5","0","0","0.85714286","false","0","ygeI_b2853_15","0","0.91428571"
"1.14285714","0.00952381","0.875","0.93333333","6","6","2","false","ygeK_b2856_34","6.0","6","0","0","0.92857143","false","0","ygeK_b2856_34","2","0.85714286"
"1.8","0.0","0.55555556","1.0","2","2","3","false","ygeV_b2869_15","3.0","2","0","0","0.73333333","false","0","ygeV_b2869_15","0","0.75"
"1.8","0.0","0.55555556","1.0","2","2","3","false","fucA_b2800_15","3.0","2","0","0","0.73333333","false","0","fucA_b2800_15","0","0.75"
"1.21052632","7.3099E-4","0.82608696","0.99047619","15","15","2","false","ygeW_b2870_19","17.0","15","0","0","0.92982456","false","0","ygeW_b2870_19","4","0.89473684"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygeX_b2871_15","16.58823529","17","0","0","0.96491228","false","0","ygeX_b2871_15","14","0.87306502"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygeY_b2872_15","16.58823529","17","0","0","0.96491228","false","0","ygeY_b2872_15","14","0.87306502"
"1.89565217","0.00309286","0.52752294","0.45054945","92","92","4","false","ygfB_b2909_15","106.23913043","92","0","0","0.82086957","false","0","ygfB_b2909_15","34018","0.2541606"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygfK_b2878_14","16.58823529","17","0","0","0.96491228","false","0","ygfK_b2878_14","14","0.87306502"
"1.15789474","0.00156642","0.86363636","0.975","16","16","2","false","ygfM_b2880_15","16.8125","16","0","0","0.94736842","false","0","ygfM_b2880_15","8","0.88486842"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygfO_b2882_15","16.58823529","17","0","0","0.96491228","false","0","ygfO_b2882_15","14","0.87306502"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygfQ_b4464_28","16.58823529","17","0","0","0.96491228","false","0","ygfQ_b4464_28","14","0.87306502"
"1.26315789","7.3099E-4","0.79166667","0.98901099","14","14","2","false","ygfS_b2886_15","17.0","14","0","0","0.9122807","false","0","ygfS_b2886_15","4","0.89473684"
"1.21052632","0.00114871","0.82608696","0.98095238","15","15","2","false","ygfT_b2887_14","16.86666667","15","0","0","0.92982456","false","0","ygfT_b2887_14","6","0.8877193"
"1.10526316","0.00288381","0.9047619","0.95588235","17","17","2","false","ygfU_b2888_15","16.58823529","17","0","0","0.96491228","false","0","ygfU_b2888_15","14","0.87306502"
"2.56521739","3.108E-5","0.38983051","0.63888889","9","9","4","false","ygfX_b2896_13","67.66666667","9","0","0","0.68695652","false","0","ygfX_b2896_13","174","0.32847896"
"2.14782609","8.1129E-4","0.46558704","0.4968254","36","36","4","false","ygfY_b2897_13","87.97222222","36","0","0","0.77043478","false","0","ygfY_b2897_13","6632","0.24436728"
"1.0","0.0","1.0","0.0","1","1","1","false","yggD_b2929_15","1.0","1","0","0","1.0","false","0","yggD_b2929_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yggC_b2928_14","1.0","1","0","0","1.0","false","0","yggC_b2928_14","0","0.0"
"1.33333333","0.0","0.75","1.0","4","4","2","false","yggF_b2930_15","5.0","4","0","0","0.83333333","false","0","yggF_b2930_15","0","0.83333333"
"1.83333333","0.11363636","0.54545455","0.33333333","3","3","3","false","yggI_b2944_15","5.66666667","3","0","0","0.79166667","false","0","yggI_b2944_15","26","0.53333333"
"2.58333333","0.00757576","0.38709677","0.0","2","2","4","false","ftsX_b3462_14","2.5","2","0","0","0.60416667","false","0","ftsX_b3462_14","2","0.75"
"2.61521739","6.0E-7","0.38237739","0.66666667","4","4","4","false","yggL_b2959_14","99.25","4","0","0","0.67695652","false","0","yggL_b2959_14","12","0.52236842"
"1.75","0.04167328","0.57142857","0.51515152","12","12","3","false","yggP_b4465_26","13.08333333","12","0","0","0.8125","false","0","yggP_b4465_26","236","0.39646465"
"1.0","0.16666667","1.0","0.66666667","4","4","1","false","yggR_b2950_15","3.0","4","0","0","1.0","false","0","yggR_b2950_15","4","0.75"
"1.76304348","0.00228017","0.56720099","0.58412698","126","126","3","false","yggS_b2951_15","152.33333333","126","0","0","0.8473913","false","0","yggS_b2951_15","34554","0.34386757"
"1.76521739","0.00329421","0.56650246","0.57768644","131","131","3","false","yggT_b2952_14","148.38167939","131","0","0","0.84695652","false","0","yggT_b2952_14","51588","0.33954618"
"1.67608696","0.0023617","0.59662776","0.58085735","165","165","3","false","yggU_b2953_15","151.66060606","165","0","0","0.86478261","false","0","yggU_b2953_15","42236","0.34157794"
"2.0","3.064E-5","0.5","0.89360269","55","55","4","false","yggX_b2962_15","173.36363636","55","0","0","0.8","false","0","yggX_b2962_15","758","0.42700403"
"1.62727273","0.00986895","0.61452514","0.57509158","91","91","3","false","yghA_b3003_15","72.27472527","91","0","0","0.87454545","false","0","yghA_b3003_15","30576","0.34253424"
"2.36842105","0.0","0.42222222","1.0","2","2","4","false","yghE_b2969_30","32.0","2","0","0","0.65789474","false","0","yghE_b2969_30","0","0.68085106"
"1.0","0.0","1.0","1.0","3","3","1","false","yghF_b2970_14","3.0","3","0","0","1.0","false","0","yghF_b2970_14","0","1.0"
"1.0","0.0","1.0","1.0","3","3","1","false","pppA_b2972_14","3.0","3","0","0","1.0","false","0","pppA_b2972_14","0","1.0"
"1.0","0.0","1.0","1.0","3","3","1","false","yghG_b2971_15","3.0","3","0","0","1.0","false","0","yghG_b2971_15","0","1.0"
"1.0","0.0","1.0","1.0","3","3","1","false","yghJ_b4466_28","3.0","3","0","0","1.0","false","0","yghJ_b4466_28","0","1.0"
"2.58333333","0.0","0.38709677","1.0","2","2","4","false","yghO_b2981_15","10.5","2","0","0","0.60416667","false","0","yghO_b2981_15","0","0.75"
"1.0","1.0","1.0","0.0","2","2","1","false","yghQ_b2983_25","1.0","2","0","0","1.0","false","0","yghQ_b2983_25","2","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","rhaA_b3903_14","2.0","1","0","0","0.75","false","0","rhaA_b3903_14","0","0.0"
"2.06451613","4.1929E-4","0.484375","0.74358974","13","13","3","false","yghR_b2984_15","37.76923077","13","0","0","0.73387097","false","0","yghR_b2984_15","54","0.51039501"
"1.74193548","0.00305363","0.57407407","0.6980057","27","27","3","false","yghS_b2985_14","43.44444444","27","0","0","0.81451613","false","0","yghS_b2985_14","498","0.48271605"
"1.5","0.0","0.66666667","0.0","1","1","2","false","yghT_b2986_15","2.0","1","0","0","0.75","false","0","yghT_b2986_15","0","0.0"
"2.29545455","7.71E-6","0.43564356","0.94545455","11","11","4","false","yghU_b2989_15","77.90909091","11","0","0","0.74090909","false","0","yghU_b2989_15","12","0.53362391"
"1.66666667","0.0","0.6","1.0","3","3","3","false","yghW_b2998_14","4.33333333","3","0","0","0.77777778","false","0","yghW_b2998_14","0","0.86666667"
"1.0","0.0","1.0","0.0","1","1","1","false","ygiD_b3039_14","1.0","1","0","0","1.0","false","0","ygiD_b3039_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygbN_b2740_15","1.0","1","0","0","1.0","false","0","ygbN_b2740_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygiF_b3054_14","1.0","1","0","0","1.0","false","0","ygiF_b3054_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","glnE_b3053_15","1.0","1","0","0","1.0","false","0","glnE_b3053_15","0","0.0"
"1.97849462","2.3447E-4","0.50543478","0.84615385","13","13","3","false","ygiL_b3043_15","42.0","13","0","0","0.75537634","false","0","ygiL_b3043_15","36","0.51219512"
"1.33333333","0.0","0.75","1.0","2","2","2","false","ygiQ_b4469_29","3.0","2","0","0","0.83333333","false","0","ygiQ_b4469_29","0","1.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygiT_b3021_15","1.0","1","0","0","1.0","false","0","ygiT_b3021_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","mqsR_b3022_14","1.0","1","0","0","1.0","false","0","mqsR_b3022_14","0","0.0"
"1.90454545","0.01240969","0.52505967","0.61248186","53","53","4","false","ygiW_b3024_14","62.47169811","53","0","0","0.81909091","false","0","ygiW_b3024_14","24022","0.33219591"
"2.9","0.0","0.34482759","0.0","1","1","5","false","ygiV_b3023_12","53.0","1","0","0","0.62","false","0","ygiV_b3023_12","0","0.0"
"2.04545455","2.1418E-4","0.48888889","0.82380952","36","36","3","false","ygjG_b3073_15","81.61111111","36","0","0","0.79090909","false","0","ygjG_b3073_15","484","0.46902937"
"1.66666667","0.01388889","0.6","0.7","5","5","3","false","ygjH_b3074_14","6.2","5","0","0","0.77777778","false","0","ygjH_b3074_14","6","0.56363636"
"1.7311828","0.02488088","0.57763975","0.70075758","33","33","3","false","ygjI_b3078_14","40.87878788","33","0","0","0.8172043","false","0","ygjI_b3078_14","2194","0.48629149"
"2.72043011","0.0","0.36758893","0.0","1","1","4","false","ygdB_b2824_26","33.0","1","0","0","0.56989247","false","0","ygdB_b2824_26","0","0.0"
"1.8","0.0","0.55555556","1.0","2","2","3","false","ygjJ_b3079_15","3.5","2","0","0","0.73333333","false","0","ygjJ_b3079_15","0","0.875"
"1.66666667","0.00595238","0.6","0.83333333","4","4","2","false","ygjK_b3080_15","7.75","4","0","0","0.77777778","false","0","ygjK_b3080_15","4","0.64583333"
"1.0","0.0","1.0","0.0","1","1","1","false","ygjN_b3083_14","1.0","1","0","0","1.0","false","0","ygjN_b3083_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","ygjM_b3082_15","1.0","1","0","0","1.0","false","0","ygjM_b3082_15","0","0.0"
"1.60215054","0.00419122","0.62416107","0.73819163","39","39","3","false","ygjQ_b3086_15","43.51282051","39","0","0","0.84946237","false","0","ygjQ_b3086_15","670","0.47816286"
"1.0","0.0","1.0","0.0","1","1","1","false","ygjR_b3087_15","1.0","1","0","0","1.0","false","0","ygjR_b3087_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yghZ_b3001_15","1.0","1","0","0","1.0","false","0","yghZ_b3001_15","0","0.0"
"1.68817204","0.0071133","0.59235669","0.68172043","31","31","3","false","yhaB_b3120_15","41.06451613","31","0","0","0.82795699","false","0","yhaB_b3120_15","972","0.45125842"
"2.5","0.00322395","0.4","0.33333333","4","4","4","false","yhaI_b3104_15","7.5","4","0","0","0.625","false","0","yhaI_b3104_15","16","0.42647059"
"1.0","0.0","1.0","0.0","1","1","1","false","yhaO_b3110_15","1.0","1","0","0","1.0","false","0","yhaO_b3110_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yhaM_b4470_42","1.0","1","0","0","1.0","false","0","yhaM_b4470_42","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yhaV_b3130_15","1.0","1","0","0","1.0","false","0","yhaV_b3130_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","sohA_b3129_15","1.0","1","0","0","1.0","false","0","sohA_b3129_15","0","0.0"
"1.58913043","0.00376553","0.62927497","0.54095857","202","202","3","false","yhbC_b3170_15","146.35148515","202","0","0","0.88217391","false","0","yhbC_b3170_15","69776","0.32740824"
"1.6","0.7","0.625","0.0","3","3","3","false","yhbE_b3184_15","1.33333333","3","0","0","0.85","false","0","yhbE_b3184_15","14","0.33333333"
"2.4","0.0","0.41666667","0.0","1","1","4","false","cmk_b0910_15","3.0","1","0","0","0.65","false","0","cmk_b0910_15","0","0.0"
"2.4","0.0","0.41666667","0.0","1","1","4","false","trmA_b3965_14","3.0","1","0","0","0.65","false","0","trmA_b3965_14","0","0.0"
"1.33333333","0.11111111","0.75","0.66666667","4","4","2","false","yhbJ_b3205_15","3.75","4","0","0","0.88888889","false","0","yhbJ_b3205_15","8","0.625"
"1.67727273","0.00677824","0.59620596","0.60616246","85","85","3","false","yhbO_b3153_15","72.91764706","85","0","0","0.86454545","false","0","yhbO_b3153_15","19898","0.35396916"
"1.0","0.0","1.0","0.0","1","1","1","false","yhbT_b3157_14","1.0","1","0","0","1.0","false","0","yhbT_b3157_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yhbS_b3156_14","1.0","1","0","0","1.0","false","0","yhbS_b3156_14","0","0.0"
"1.70967742","0.07088087","0.58490566","0.51052632","20","20","3","false","yhbU_b3158_14","20.25","20","0","0","0.82258065","false","0","yhbU_b3158_14","2986","0.34237288"
"2.69354839","0.0","0.37125749","0.0","1","1","4","false","yhbV_b3159_15","20.0","1","0","0","0.5766129","false","0","yhbV_b3159_15","0","0.0"
"2.17391304","1.912E-5","0.46","0.93838384","45","45","4","false","yhbY_b3180_15","148.62222222","45","0","0","0.76521739","false","0","yhbY_b3180_15","562","0.43971072"
"1.83333333","0.03333333","0.54545455","0.66666667","3","3","3","false","yhcA_b3215_15","3.0","3","0","0","0.72222222","false","0","yhcA_b3215_15","2","0.75"
"2.2","0.4","0.45454545","0.0","2","2","4","false","yhcB_b3233_15","1.5","2","0","0","0.76","false","0","yhcB_b3233_15","8","0.5"
"3.0","0.0","0.33333333","0.0","1","1","5","false","ryiA_b4456_7","2.0","1","0","0","0.6","false","0","ryiA_b4456_7","0","0.0"
"1.8","0.6","0.55555556","0.0","2","2","3","false","yaiE_b0391_15","2.0","2","0","0","0.84","false","0","yaiE_b0391_15","12","0.5"
"2.2","0.0","0.45454545","1.0","3","3","4","false","yhcC_b3211_14","19.33333333","3","0","0","0.7","false","0","yhcC_b3211_14","0","0.64444444"
"2.0","0.0","0.5","1.0","2","2","3","false","yhcD_b3216_14","3.5","2","0","0","0.66666667","false","0","yhcD_b3216_14","0","0.875"
"1.2","0.0","0.83333333","1.0","4","4","2","false","yhcH_b3221_15","4.25","4","0","0","0.9","false","0","yhcH_b3221_15","0","0.85"
"1.91363636","0.01312228","0.52256532","0.54298643","52","52","4","false","yhcO_b3239_15","55.19230769","52","0","0","0.81727273","false","0","yhcO_b3239_15","28566","0.2935761"
"2.58043478","0.0","0.38753159","1.0","3","3","4","false","yhdE_b3248_14","122.66666667","3","0","0","0.68391304","false","0","yhdE_b3248_14","0","0.59546926"
"1.5","0.0","0.66666667","0.0","1","1","2","false","yhdJ_b3262_15","2.0","1","0","0","0.75","false","0","yhdJ_b3262_15","0","0.0"
"1.75","0.0","0.57142857","1.0","3","3","3","false","yhdP_b4472_28","6.66666667","3","0","0","0.75","false","0","yhdP_b4472_28","0","0.95238095"
"1.0","0.0","1.0","1.0","2","2","1","false","yhdT_b3257_13","2.0","2","0","0","1.0","false","0","yhdT_b3257_13","0","1.0"
"1.62365591","0.00166266","0.61589404","0.85079365","36","36","3","false","yhdX_b3269_29","46.63888889","36","0","0","0.84408602","false","0","yhdX_b3269_29","374","0.50694444"
"2.0","3.3111E-4","0.5","0.84558824","17","17","3","false","yhdY_b3270_15","42.70588235","17","0","0","0.75","false","0","yhdY_b3270_15","60","0.5619195"
"1.87391304","0.00140758","0.53364269","0.56932464","98","98","4","false","yheL_b3343_15","121.03061224","98","0","0","0.82521739","false","0","yheL_b3343_15","22784","0.28748364"
"1.76521739","0.00345987","0.56650246","0.48079975","138","138","4","false","yheM_b3344_14","118.94927536","138","0","0","0.84695652","false","0","yheM_b3344_14","50346","0.2759844"
"1.76521739","0.00315313","0.56650246","0.49088631","133","133","4","false","yheN_b3345_14","122.21804511","133","0","0","0.84695652","false","0","yheN_b3345_14","52350","0.28031662"
"1.8","0.00344543","0.55555556","0.47955182","120","120","4","false","yheO_b3346_14","126.40833333","120","0","0","0.84","false","0","yheO_b3346_14","47318","0.2919361"
"2.14565217","8.167E-5","0.46605876","0.71836007","34","34","4","false","yheS_b3352_15","120.61764706","34","0","0","0.77086957","false","0","yheS_b3352_15","1166","0.33228002"
"1.0","0.0","1.0","0.0","1","1","1","false","yheU_b3354_14","1.0","1","0","0","1.0","false","0","yheU_b3354_14","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","yheT_b3353_14","1.0","1","0","0","1.0","false","0","yheT_b3353_14","0","0.0"
"1.79090909","0.00844789","0.55837563","0.58716356","70","70","3","false","yhfG_b3362_14","65.35714286","70","0","0","0.84181818","false","0","yhfG_b3362_14","32966","0.33345481"
"2.17857143","0.0","0.45901639","1.0","2","2","3","false","yhfL_b3369_15","12.0","2","0","0","0.70535714","false","0","yhfL_b3369_15","0","0.57142857"
"1.75","0.09546994","0.57142857","0.32142857","8","8","3","false","yhfS_b3376_15","7.25","8","0","0","0.8125","false","0","yhfS_b3376_15","172","0.26851852"
"2.10714286","0.0","0.47457627","1.0","2","2","3","false","yghD_b2968_15","14.5","2","0","0","0.72321429","false","0","yghD_b2968_15","0","0.63043478"
"1.6344086","0.00296373","0.61184211","0.78228228","37","37","3","false","yhfT_b3377_14","44.02702703","37","0","0","0.84139785","false","0","yhfT_b3377_14","538","0.48918919"
"1.58064516","0.00470375","0.63265306","0.70731707","42","42","3","false","yhfU_b3378_13","41.95238095","42","0","0","0.85483871","false","0","yhfU_b3378_13","796","0.46613757"
"1.2","0.5","0.83333333","0.33333333","4","4","2","false","yhfX_b3381_15","2.25","4","0","0","0.93333333","false","0","yhfX_b3381_15","12","0.5"
"2.0","0.0","0.5","0.0","1","1","3","false","yhfY_b3382_13","4.0","1","0","0","0.66666667","false","0","yhfY_b3382_13","0","0.0"
"1.63695652","0.00540528","0.61088977","0.51909147","181","181","3","false","yhgF_b3407_23","144.13259669","181","0","0","0.8726087","false","0","yhgF_b3407_23","79338","0.32316726"
"1.87727273","0.00272657","0.53268765","0.71266968","52","52","4","false","yhhA_b3448_15","71.86538462","52","0","0","0.82454545","false","0","yhhA_b3448_15","11680","0.36666013"
